,countRef,openDate,sector,employer,employerType,jobTitle,type,countries
861,862,20210911,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",Science and Technology Facilities Council (STFC),O,Ion Trap Physicist- Quantum Computing,A,GB
862,863,20210508,,Bosch Group,O,Research Engineer Multi-domain Simulation of Quantum Sensors,A,DE
863,864,20210402,"a German educational
institution focused on research, teaching, and innovation",Karlsruhe Institute of Technology (KIT),O,Theoretical Chemist (f/m/d) with completed doctorate,A,DE
864,865,20220721,university,University of Copenhagen,U,Postdoctoral fellowship in nanoelectronics at the Niels Bohr Institute,P,DK
865,866,20210218,university,University of Copenhagen,U,Tenure track Assistant professor / Associate professor in Experimental Quantum Photonics,F,DK
866,867,20211224,intuitive and cloud-based simulation platform,Quantistry GmbH,O,(Senior) Sales Manager (m/f/d),A,DE
867,868,20221018,develops and manufactures high-end laser systems for scientific and industrial applications,TOPTICA Photonics,O,Key Account Project Coordinator (m/w/d) Quantum Technologies,A,DE
868,869,20220917,,PsiQuantum,O,"Software Engineer, Controls",A,GB
869,870,20220504,,IC Resources,O,Security Software Engineer,A,GB
870,871,20210727,independent quantum computing company,Cambridge Quantum Computing,O,"Research Engineers, Natural Language Processing (NLP) / Machine Learning (M",A,GB
871,872,20210906,university,University of Exeter,U,Postdoctoral Research Fellow,P,GB
872,873,20210612,university,Leibniz Universitat Hanover,U,Wissenschaftliche Mitarbeit (m/w/d) in Quanten Technologien mit Schwerpunkt Quantensimulation in offenen Systemen,A,DE
873,874,20220106,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Algorithm Developer,A,GB
874,875,20210227,quantum computing company,"D-Wave Systems, Inc.",O,"Regional Sales Manager (SaaS, Cloud, Professional Services) - EU/UK based",A,GB
875,876,20211011,a multi-service agency,Aspire Cambridge,O,"Grants Manager (Cambridge or Pisa, Italy)",A,GB
876,877,20220215,"a trusted global innovator
of IT and business services",NTT DATA Deutschland,O,Teamlead (m/w/d),A,DE
877,878,20210716,a leading global financial services firm,JP Morgan Chase,O,Software Engineering,A,GB
878,879,20220413,university,University of Rostock,U,P 77/2022 Research Assistant (m/f/d),A,DE
879,880,20211214,university,Carl von Ossietzky Universitt Oldenburg,U,"Research Associate (m/f/d), E13",A,DE
880,881,20220107,a quantum computing hardware and software company,Oxford Quantum Circuits,O,FPGA Engineer,A,GB
881,882,20211016,"an independent, non-profit research organization",Max Planck Institute for Physics,O,Postdoc (m/f/d) | Quantum field theory,P,DE
882,883,20221109,research and development organization,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Research engineer in the field of active silicon photonics (IOF-2022-103),A,DE
883,884,20210819,a forefront research organizations in the fields of quantum physics and photonics,Max Planck Institute of Quantum Optics (MPQ),O,Engineer for electrical engineering (communications engineering) (m / f / d),A,DE
884,885,20220222,telecommunications company,Nu Quantum,O,Optics Engineer,A,GB
885,886,20220922,provides businesses with an easy on-ramp to quantum and hybrid computing,Quantagonia,O,Marketing Intern (m/w/d),I,DE
886,887,20220815,cloud infrastructure company for quantum computing,Quantum Machines,O,Scientist/Physicist,A,DK
887,888,20220730,a technology company,IBM,O,"Research Software Engineer, Enablement & Education",A,GB
888,889,20210909,independent quantum computing company,Cambridge Quantum Computing,O,Business Analyst - CEO Office,A,GB
889,890,20220625,independent quantum computing company,Cambridge Quantum Computing,O,Senior Software Engineer - Cloud Experience,A,GB
890,891,20220325,,Infineon Technologies,O,Mixed-Signal Physical Design Engineer Quantum Computing (f/m/div)*,A,DE
891,892,20210605,a leading global financial services firm,JP Morgan Chase,O,Applied Research Engineer,A,GB
892,893,20210306,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Assistant,A,GB
893,894,20210612,Scientific institute,Max Planck Institute for Solid State Research,O,PhD Position | Light-Matter Interaction at the Atomic Scale,A,DE
894,895,20220307,telecommunications company,Nu Quantum,O,Business Support Assistant,A,GB
895,896,20220303,independent quantum computing company,Cambridge Quantum Computing,O,Research Scientist (Theoretical Quantum Cryptography),A,GB
896,897,20210313,Developer of quantum computing software designed to transform experimental technology into commercial products,Riverlane,O,Senior Software Engineer - Tech Lead,A,GB
897,898,20210808,Developer of quantum computing software designed to transform experimental technology into commercial products,Riverlane,O,Senior Product Designer,A,GB
898,899,20220124,university,Queens University Belfast,U,Research Fellow - Quantum Physics,A,GB
899,900,20210310,university,University of Glasgow,U,Lecturer/ Senior Lecturer/ Reader in Quantum Engineering,A,GB
900,901,20210801,,IC Resources,O,Senior C++ Embedded Software Engineer,A,GB
901,902,20210707,university,University of St Andrews,U,Research Fellow in Quantum Simulators,A,GB
902,903,20220509,university,Technical University of Munich (TUM),U,Open Ph.D. or postdoctoral position for NV-diamond based NMR available,P,DE
903,904,20220921,university,Technical University of Munich (TUM),U,PostDoc Position in Computational Modeling of Clay Minerals,P,DE
904,905,20220202,test and measurement company,Zurich Instruments,O,Application Scientist Quantum Technologies - Germany,A,DE
905,906,20220504,measurement standards laboratory of India,Council Of Scientific And Industrial Research–National Physical Laboratory (CSIR–NPL),O,Research Scientist - scanning probe microscopy instrumentation for quantum circuits,A,GB
906,907,20220422,,Physikalisch-Technische Bundesanstalt (PTB),O,Master/Bachelor theses in the field of superconducting single photon detectors for quantum technology: optical characterization and data analysis,A,DE
907,908,20210529,a quantum computing hardware and software company,Oxford Quantum Circuits,O,RF Electronics Engineer,A,GB
908,909,20211030,a leading provider of high technology tools and systems for research and industry,Oxford Instrumentsi Plc,O,Applications Scientist FTC,A,GB
909,910,20210716,university,Technical University of Munich (TUM),U,Quantum Scientist Nanofabrication (m/f/d),A,DE
910,911,20220801,symmetric encryption reborn for the cloud,ArQit Limited,O,Training and Development Manager,A,GB
911,912,20221118,research and development organization,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Master Thesis in Quantum Machine Learning,I,DE
912,913,20211007,independent quantum computing company,Cambridge Quantum Computing,O,"Business Development Manager, Quantum Machine Learning (QML)",A,GB
913,914,20220301,university,University of Ulm,U,Common W3-Professur for Quantum Simulation in Materials Research -Kennziffer 21121,F,DE
914,915,20220505,,Quantagonia,O,Internships - PhD students from relevant fields (m/w/d),I,DE
915,916,20220209,a cutting edge technology company,Quantum Detectors,O,Software Engineer,A,GB
916,917,20220625,a venture-backed Australian-German quantum computing hardware company,Quantum Brilliance,O,Quantum Device Designer,A,DE
917,918,20220415,university,Imperial College London,U,Lecturer in Experimental Solid State Physics,F,GB
918,919,19/11/2022,,PsiQuantum,O,Experimental Quantum Optics R&D Engineer,A,GB
919,920,20220316,university,Friedrich-Schiller-Universitt Jena,U,Scientific employee (Postdoc or PhD position) (m/f/d),P,DE
920,921,20210504,your experienced partner concerning the search and selection of excellent technical and high-level personnel in the expanding High-Tech world,beratungsgruppe wirth + partner,O,Developer / Engineer in Laser Technology - QUBIG GmbH,A,DE
921,922,20211021,,Julich Supercomputing Centre / Forschungszentrum Julich,O,Postdoc - Development of scalable superconducting quantum systems,P,DE
922,923,20210508,,Julich Supercomputing Centre / Forschungszentrum Julich,O,Front-End Developer for Cloud-Based Quantum Control System,A,DE
923,924,20220826,university,Universitat Bielefeld,U,Research Associate (m/f/d),A,DE
924,925,20210623,university,Leibniz Universitat Hanover,U,"Research assistant (PhD student, m / f / d) in experimental physics on quantum logic-inspired precision measurements with (anti) protons",A,DE
925,926,20210416,,Bosch Group,O,"CEO of internal Startup for Quantum Sensors (QS), Renningen and Reutlingen/Germany (REF102280D)",A,DE
926,927,20220217,independent quantum computing company,Cambridge Quantum Computing,O,"Office Manager (Bromanagement) - Germany, Munich",A,DE
927,928,20210331,university,University of Leeds,U,Research Fellow in Computational Magnetism,A,GB
928,929,20220104,university,Universitat Hamburg,U,Research Associate MADMAX Axion Search Experiment,A,DE
929,930,20220106,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Financial Analyst,A,GB
930,931,20220212,Developer of quantum computing technologies,Oxford Ionics,O,Senior Electronic Engineer (Signal Integrity/RF),A,GB
931,932,20220509,manufactures electronics test and measurement equipment and software,Keysight Technologies,O,Praktikum/Internship - High-Speed Digital Solutions Engineering,I,DE
932,933,20210501,,UK Research & Innovation (UKRI),O,Programme Manager,A,GB
933,934,20210326,a research institute in which scientists and engineers work together,Leibniz Institute for Solid State and Materials Research Dresden (IFW Dresden),O,Doctoral Researcher Position (m/f/d) - 041-21-2107,A,DE
934,935,20211026,a leading developer and global supplier of instrumentation for high-precision metrology,Menlo Systems GmbH,O,System engineer for quantum laser systems (f / m / d),A,DE
935,936,20221102,"a computing firm specialising in scalable quantum computers for a number of different industries, including aviation, climate tech, and drug discovery",Universal Quantum,O,Quantum Microchip Designer (Ion Traps),A,DE
936,937,20210319,university,University of Kent,U,R - Research Associate in Randomness Generation and Testing,A,GB
937,938,20220705,provides businesses with an easy on-ramp to quantum and hybrid computing,Quantagonia,O,Cloud Engineer (m/w/d),A,DE
938,939,20220425,utility services,The Quantum Company GmbH,O,Working student/intern Business Development | QuantumTechnology,I,DE
939,940,20211130,symmetric encryption reborn for the cloud,ArQit Limited,O,Service Desk Manager,A,GB
940,941,20210905,university,University of Strathclyde,U,Research Associate: Colloidal Quantum Dots Nanophotonics,A,GB
941,942,20211208,university,Heriot Watt University,U,Cleanroom Technician,A,GB
942,943,20210730,measurement standards laboratory of India,Council Of Scientific And Industrial Research–National Physical Laboratory (CSIR–NPL),O,"Research scientist in machine learning, automation, and software development",A,GB
943,944,20211123,university,University of Bristol,U,Research Associate/Senior Research Associate/Research Fellow/Optical and Quantum Networks,A,GB
944,945,20211003,a cutting edge technology company,Quantum Detectors,O,Detector Engineer,A,GB
945,946,20220809,university,Technical University of Munich (TUM),U,Professor in Quantum Communication Systems Engineering,F,DE
946,947,20210501,university,University of Bristol,U,Lecturer/Senior Lecturer/ Associate Professor in Quantum Computing Theory,F,GB
947,948,20211003,"a leading regional information, communications and technology (ICT) service provider",Claremont Consulting,O,Pricing Analyst,A,GB
