,0,1,2,3,4,5,6
1199,countRef,openDate,employer,employerType,jobTitle,type,countries
1200,000601,20220828,Imperial College London,U,Research Associate: Laser Cooling Polar Molecules,A,GB
1201,countRef,openDate,employer,employerType,jobTitle,type,countries
1202,000602,20211003,University of York,U,Research Associate,A,GB
1203,countRef,openDate,employer,employerType,jobTitle,type,countries
1204,000603,20220704,University of Cambridge,U,Research Associate in Quantum Optics in Solids x 2 (Fixed Term),A,GB
1205,countRef,openDate,employer,employerType,jobTitle,type,countries
1206,000604,20221020,BWI GmbH,O,Lead Innovation Expert (m/w/d),A,DE
1207,countRef,openDate,employer,employerType,jobTitle,type,countries
1208,000605,20210811,Dresden University of Technology,U,Research Associate / Postdoc,P,DE
1209,countRef,openDate,employer,employerType,jobTitle,type,countries
1210,000606,20211219,Max Planck Institute for Gravitational Physics,O,PhD position | Rethinking Quantum Field Theory,A,DE
1211,countRef,openDate,employer,employerType,jobTitle,type,countries
1212,000607,20210227,UK Research & Innovation (UKRI),O,Deputy Director of Operations - NQCC,A,GB
1213,countRef,openDate,employer,employerType,jobTitle,type,countries
1214,000608,20220719,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence CUI: Advanced Imaging of Matter- Project Quantum simulation of topological many-body systems,A,DE
1215,countRef,openDate,employer,employerType,jobTitle,type,countries
1216,000609,20220816,Durham University,U,Postdoctoral Research Associate in Quantum Light and Matter,P,GB
1217,countRef,openDate,employer,employerType,jobTitle,type,countries
1218,000610,20220830,Julich Supercomputing Centre / Forschungszentrum Julich,O,Postdoc - Cryogenic CMOS for Quantum Computing Applications,P,DE
1219,countRef,openDate,employer,employerType,jobTitle,type,countries
1220,000611,20210909,University of Nottingham,U,Research Associate/Fellow (fixed term),A,GB
1221,countRef,openDate,employer,employerType,jobTitle,type,countries
1222,000612,20210927,Friedrich-Schiller-Universitt Jena,U,Technical employee in the Quantum Hub Thringen,A,DE
1223,countRef,openDate,employer,employerType,jobTitle,type,countries
1224,000613,20210811,Cambridge Consultants Ltd,O,Quantum Algorithm Developer,A,GB
1225,countRef,openDate,employer,employerType,jobTitle,type,countries
1226,000614,20210716,IC Resources,O,ASIC Design Engineer,A,GB
1227,countRef,openDate,employer,employerType,jobTitle,type,countries
1228,000615,20221020,Carl von Ossietzky Universitt Oldenburg,U,"Scientific Assistant/ Researcher (m/f/d), E13",A,DE
1229,countRef,openDate,employer,employerType,jobTitle,type,countries
1230,000616,20210426,Toshiba,O,Research Project Manager,A,GB
1231,countRef,openDate,employer,employerType,jobTitle,type,countries
1232,000617,20211023,University of Cologne,U,Postdoc position (f/m/d),P,DE
1233,countRef,openDate,employer,employerType,jobTitle,type,countries
1234,000618,20210513,University of York,U,Lecturer,F,GB
1235,countRef,openDate,employer,employerType,jobTitle,type,countries
1236,000619,20220227,University of Bristol,U,Lecturer in Quantum Engineering Technologies,F,GB
1237,countRef,openDate,employer,employerType,jobTitle,type,countries
1238,000620,20210505,University of Southampton,U,"PhD Studentship, Quantum, Light and Matter Group",A,GB
1239,countRef,openDate,employer,employerType,jobTitle,type,countries
1240,000621,20220826,"Ferdinand Braun Institute, Leibniz Institute for High Frequency Technology (FBH)",O,Scientific member of staff / (m/f/d) Development and micro-integration of micromechanical-optical setups for atom-based quantum sensors - 36/22,A,DE
1241,countRef,openDate,employer,employerType,jobTitle,type,countries
1242,000622,20220211,Riverlane,O,Hardware Verification Engineer,A,GB
1243,countRef,openDate,employer,employerType,jobTitle,type,countries
1244,000623,20220902,Quantum Brilliance,O,Executive Assistant to the GM,A,DE
1245,countRef,openDate,employer,employerType,jobTitle,type,countries
1246,000624,20211108,University of Edinburgh,U,Senior Research Programmer,A,GB
1247,countRef,openDate,employer,employerType,jobTitle,type,countries
1248,000625,20211026,Julich Supercomputing Centre / Forschungszentrum Julich,O,Postdoc- Optimal Control and ML Optimization of Open-System Solid State Qubits,P,DE
1249,countRef,openDate,employer,employerType,jobTitle,type,countries
1250,000626,20220212,Oxford Quantum Circuits,O,HR Assistant,A,GB
1251,countRef,openDate,employer,employerType,jobTitle,type,countries
1252,000627,20210720,Quantum Detectors,O,Design Engineer,A,GB
1253,countRef,openDate,employer,employerType,jobTitle,type,countries
1254,000628,20210501,UK Research & Innovation (UKRI),O,Superconducting Hardware Technology Development Manager,A,GB
1255,countRef,openDate,employer,employerType,jobTitle,type,countries
1256,000629,20220219,Technical University of Munich (TUM),U,"Full-Time Research Assistant (m/f/d): Compiler, Runtime-Environments and Algorithms for Superconducting Qubits-based Digital Quantum Computers",A,DE
1257,countRef,openDate,employer,employerType,jobTitle,type,countries
1258,000630,20210628,The One Group,O,Detector Scientist,A,GB
1259,countRef,openDate,employer,employerType,jobTitle,type,countries
1260,000631,20220615,Dresden University of Technology,U,Chair (W2) of High-Field Terahertz Physics combined with the position of a head of department at the HZDR,A,DE
1261,countRef,openDate,employer,employerType,jobTitle,type,countries
1262,000632,20221118,Physikalisch-Technische Bundesanstalt (PTB),O,Doctoral candidate or postdoc in the field of quantum sensor systems for medical purposes,P,DE
1263,countRef,openDate,employer,employerType,jobTitle,type,countries
1264,000633,20220608,Cambridge Quantum Computing,O,"CiQ:22 General Interest in Quantinuum, Bristol University",A,GB
1265,countRef,openDate,employer,employerType,jobTitle,type,countries
1266,000634,20210717,University of Edinburgh,U,Research Associate,A,GB
1267,countRef,openDate,employer,employerType,jobTitle,type,countries
1268,000635,20220222,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence CUI: Advanced Imaging of Matter- Quantum optical technology and entanglement control in the x-ray regime,A,DE
1269,countRef,openDate,employer,employerType,jobTitle,type,countries
1270,000636,20220409,Cambridge Quantum Computing,O,Senior Scientific Software Engineer - Quantum Software,A,GB
1271,countRef,openDate,employer,employerType,jobTitle,type,countries
1272,000637,20201115,ORCA Computing,O,Quantum Theorist / Architect,A,GB
1273,countRef,openDate,employer,employerType,jobTitle,type,countries
1274,000638,20220510,Julich Supercomputing Centre / Forschungszentrum Julich,O,Master Thesis for Scalasca Performance Analysis Group,A,DE
1275,countRef,openDate,employer,employerType,jobTitle,type,countries
1276,000639,20220810,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Speculative application for the department Opto-mechatronical Components and Systems (IOF-2022-56),A,DE
1277,countRef,openDate,employer,employerType,jobTitle,type,countries
1278,000640,20210410,Microsoft,O,Structural Characterization Engineer,A,DK
1279,countRef,openDate,employer,employerType,jobTitle,type,countries
1280,000641,20210626,Technical University of Munich (TUM),U,"PhD Students and Postdocs: Design Automation and Software for Quantum Computing, Microfluidics, or Conventional Circuits and Systems",P,DE
1281,countRef,openDate,employer,employerType,jobTitle,type,countries
1282,000642,20210308,IBM,O,Research Software Engineer - Delivering Client Impact,A,GB
1283,countRef,openDate,employer,employerType,jobTitle,type,countries
1284,000643,20220622,ArQit Limited,O,Facilities Manager,A,GB
1285,countRef,openDate,employer,employerType,jobTitle,type,countries
1286,000644,20211208,The University of Manchester,U,Research Associate in Atomic Resolution Scanning Transmission Electron Microscopy and Atom Manipulation,A,GB
1287,countRef,openDate,employer,employerType,jobTitle,type,countries
1288,000645,20220328,Max Planck Institute for Chemical Physics of Solids,O,PhD Position (m/f/d) in Quantum Material Physics,A,DE
1289,countRef,openDate,employer,employerType,jobTitle,type,countries
1290,000646,20220210,T-Systems International GmbH,O,Quantum Computing Solutions Engineer (m/f/d),A,DE
1291,countRef,openDate,employer,employerType,jobTitle,type,countries
1292,000647,20220728,Technical University of Munich (TUM),U,Student assistant for outreach activities as part of the Munich Quantum Valley (m/f/d),I,DE
1293,countRef,openDate,employer,employerType,jobTitle,type,countries
1294,000648,20220124,Carl von Ossietzky Universitt Oldenburg,U,"Postdoc-position in Animal Behavior (m,f,d);E13",P,DE
1295,countRef,openDate,employer,employerType,jobTitle,type,countries
1296,000649,20220720,IC Resources,O,Compiler Engineer,A,GB
1297,countRef,openDate,employer,employerType,jobTitle,type,countries
1298,000650,20210310,E.ON Digital Technology GmbH,O,Working Student (m/f/d) - Quantum Computing,A,DE
1299,countRef,openDate,employer,employerType,jobTitle,type,countries
1300,000651,20220802,Heriot Watt University,U,Research Associate in Connectorising Integrated Quantum Photonics Devices,A,GB
1301,countRef,openDate,employer,employerType,jobTitle,type,countries
1302,000652,20210508,Cambridge Quantum Computing,O,Senior Sales Executive - Cybersecurity - UK. Travel to offices in London and Cambridge as required (remote working in UK).,A,GB
1303,countRef,openDate,employer,employerType,jobTitle,type,countries
1304,000653,20220216,Universitat Paderborn,U,Institute for Photonic Quantum Systems (PhoQS),A,DE
1305,countRef,openDate,employer,employerType,jobTitle,type,countries
1306,000654,20220110,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence Quantum Universe Categorification in Quantum Topology,A,DE
1307,countRef,openDate,employer,employerType,jobTitle,type,countries
1308,000655,20210721,Evi Technologies Limited,O,Senior Quantum Research Scientist,A,GB
1309,countRef,openDate,employer,employerType,jobTitle,type,countries
1310,000656,20210419,University of Southampton,U,Research Fellow in Coherent Diffraction Imaging,A,GB
1311,countRef,openDate,employer,employerType,jobTitle,type,countries
1312,000657,20220129,Technical University of Munich (TUM),U,PhD Student Position: Materials and Interfaces of Superconducting Qubit Devices,A,DE
1313,countRef,openDate,employer,employerType,jobTitle,type,countries
1314,000658,20211222,Atos,O,IT Consultant - Quantum Computing (m/w/d),A,DE
1315,countRef,openDate,employer,employerType,jobTitle,type,countries
1316,000659,20220407,SAP,O,(Senior) Developer (f/m/d) for Applied Research on Quantum Optimization,A,DE
1317,countRef,openDate,employer,employerType,jobTitle,type,countries
1318,000660,20221027,Airbus,O,Internship in the field of Quantum Computing in Operational Analysis (d/m/f),I,DE
1319,countRef,openDate,employer,employerType,jobTitle,type,countries
1320,000661,20211114,Magnetic Shields Ltd.,O,Senior Electronics Engineer,A,GB
1321,countRef,openDate,employer,employerType,jobTitle,type,countries
1322,000662,20210508,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence CUI: Advanced Imaging of Matter- Rydberg Quantum Lattices,A,DE
1323,countRef,openDate,employer,employerType,jobTitle,type,countries
1324,000663,20220701,King's College London,U,Research Associate,A,GB
1325,countRef,openDate,employer,employerType,jobTitle,type,countries
1326,000664,20210909,University of Warwick,U,Research Fellow,A,GB
1327,countRef,openDate,employer,employerType,jobTitle,type,countries
1328,000665,20210418,Oxford Quantum Circuits,O,Assistant,A,GB
1329,countRef,openDate,employer,employerType,jobTitle,type,countries
1330,000666,20220608,Science and Technology Facilities Council (STFC),O,Head of Quantum Technologies - NQCC,A,GB
1331,countRef,openDate,employer,employerType,jobTitle,type,countries
1332,000667,20220510,PQShield,O,Cryptography Architect,A,GB
1333,countRef,openDate,employer,employerType,jobTitle,type,countries
1334,000668,20211223,Science and Technology Facilities Council (STFC),O,Hardware Engineer,A,GB
1335,countRef,openDate,employer,employerType,jobTitle,type,countries
1336,000669,20220711,Quantum Detectors,O,Finance Manager,A,GB
1337,countRef,openDate,employer,employerType,jobTitle,type,countries
1338,000670,20211108,University of Cambridge,U,Research Associates in Theoretical Physics (Fixed Term),A,GB
1339,countRef,openDate,employer,employerType,jobTitle,type,countries
1340,000671,20220615,Technical University of Munich (TUM),U,Project Manager (m/f/d) Munich Quantum Valley,A,DE
1341,countRef,openDate,employer,employerType,jobTitle,type,countries
1342,000672,20210929,Science and Technology Facilities Council (STFC),O,Postdoctoral Research Associate - Experimental Condensed Matter Physics,P,GB
1343,countRef,openDate,employer,employerType,jobTitle,type,countries
1344,000673,20221028,Julich Supercomputing Centre / Forschungszentrum Julich,O,Research Software Engineer / Quantum Cloud Engineer for the JUNIQ cloud platform,A,DE
1345,countRef,openDate,employer,employerType,jobTitle,type,countries
1346,000674,20220426,University of Oxford,U,Postdoctoral Research Assistant in Thermodynamics at the Nanoscale,P,GB
1347,countRef,openDate,employer,employerType,jobTitle,type,countries
1348,000675,20211002,University of Glasgow,U,Research Associate,A,GB
1349,countRef,openDate,employer,employerType,jobTitle,type,countries
1350,000676,20221110,Dresden University of Technology,U,Scientific employee (m/f/d),A,DE
1351,countRef,openDate,employer,employerType,jobTitle,type,countries
1352,000677,20220118,Oxford Quantum Circuits,O,Recruitment Assistant,A,GB
1353,countRef,openDate,employer,employerType,jobTitle,type,countries
1354,000678,20220112,Amazon,O,"Sr. Consultant, Quantum and Optimization solutions",A,DE
1355,countRef,openDate,employer,employerType,jobTitle,type,countries
1356,000679,20210702,Leibniz Institute for Crystal Growth (IKZ),O,PhD Student Position (m/f/d) - KZ 22,A,DE
1357,countRef,openDate,employer,employerType,jobTitle,type,countries
1358,000680,20220902,Quantum Brilliance,O,Senior Embedded Software Engineer,A,DE
