,countRef,openDate,sector,europages,company_class_1,employer,employerType,jobTitle,type,countries
1959,1960,20220810,a leading pioneer for nanotechnology solutions in industry and research,,,attocube systems ag,O,accountant,A,DE
1960,1961,20221027,German public IT services provider,category other,,bwi gmbh,O,lead expert quantum sensing (m/w/d),A,DE
1961,1962,20210418,quantum computing hardware company,,company,iqm,O,senior quantum device design engineer (m/w/d),A,DE
1962,1963,20220426,,,university,leibniz universitat hanover,U,"research associate (phd, m/f/d) in the field of experimental physics",A,DE
1963,1964,20220703,quantum computing hardware company,,company,iqm,O,quantum application engineer (m/w/d),A,DK
1964,1965,20220807,,,university,royal holloway university of london,U,research associate in dark matter and low temperature physics,A,GB
1965,1966,20220714,independent quantum computing company,,company,cambridge quantum computing,O,devops engineer,A,GB
1966,1967,20220405,American multinational technology company,,company,google,O,"research scientist, quantum algorithms",A,DE
1967,1968,20211023,,,,spinup ai,O,algorithmic trading quant - quantum computing start up,A,GB
1968,1969,20220404,a high-tech startup,,company,q.ant gmbh,O,developer (m/f/d) of quantum light sources,A,DE
1969,1970,20211219,,,university,university of york,U,research associate in experimental quantum communications,A,GB
1970,1971,20210913,,,university,queens university belfast,U,"research fellow, school of mathematics and physics",A,GB
1971,1972,20221201,provides businesses with an easy on-ramp to quantum and hybrid computing,,company,quantagonia,O,founders associate (m/w/d),A,DE
1972,1973,20210311,,,company,kiutra gmbh,O,cryogenic sales engineer,A,DE
1973,1974,20220212,global professional services company,,company,accenture,O,quantum data scientist – technology innovation quantum computing group (all genders),A,DE
1974,1975,20220504,"technology, software and digital recruitment consultancy",Service Provider,company,understanding recruitment,O,applied researcher,A,GB
1975,1976,20220125,public research university,,university,university of warwick,U,research fellow,A,GB
1976,1977,20220330,,Service Provider,,julich supercomputing centre / forschungszentrum julich,O,phd position - theoretical condensed-matter physics,A,DE
1977,1978,20210715,global professional services company,,company,accenture,O,technical architect (all genders) blockchain & multiparty systems,A,DE
1978,1979,20220523,symmetric encryption reborn for the cloud,category other,,arqit limited,O,security analyst,A,GB
1979,1980,20220130,,,,infleqtion / coldquanta,O,full stack software engineer,A,GB
1980,1981,20210419,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",,,science and technology facilities council (stfc),O,quantum systems technology development manager,A,GB
1981,1982,20211206,"provides software for materials scientists in the chemical industry, as well as in academia",Distributor,,hqs quantum simulations,O,office manager / assistenz der geschftsfhrung - administration / verwaltung (m/w/d),A,DE
1982,1983,20220322,"a computing firm specialising in scalable quantum computers for a number of different industries, including aviation, climate tech, and drug discovery",Service Provider,company,universal quantum,O,python developer,A,GB
1983,1984,20210709,,,university,newcastle university,U,research assistant/associate in computational chemistry,A,GB
1984,1985,20220422,public research university,,university,university of warwick,U,"research fellow, machine learning in computational chemistry",A,GB
1985,1986,20211109,,,university,royal holloway university of london,U,research associate in low temperature physics,A,GB
1986,1987,20220629,,,university,university of sheffield,U,research associate in computer science logic (x2),A,GB
1987,1988,20210628,red brick Russell Group research university,,university,university of bristol,U,lecturer/senior lecturer/associate professor in quantum communication technologies,F,GB
1988,1989,20210626,German public IT services provider,category other,,bwi gmbh,O,experte quantum it security & datenschutz (inkl. regulatorik) (m/w/d),A,DE
1989,1990,20220407,"the world's leading manufacturer of premium automobiles and motorcycles, and provider of premium financial and mobility services",,company,bmw group,O,phd student quantum computing for engineering,A,DE
1990,1991,20210615,a cutting edge technology company,,company,quantum detectors,O,software engineer,A,GB
1991,1992,20210515,American tech multinational,Service Provider,,amazon,O,research scientist - quantum computing,A,GB
1992,1993,20220619,independent quantum computing company,,company,cambridge quantum computing,O,"research software engineer, quantum algorithms (cambridge)",A,GB
1993,1994,20211222,,,,dlr-(german aerospace center)deutsches zentrum fr luft- und raumfahrt,O,theoretical physics and quantum physics,A,DE
1994,1995,20220121,red brick Russell Group research university,,university,university of bristol,U,research associate/senior research associate in quantum computing theory,A,GB
1995,1996,20210225,,,,"leibniz supercomputing centre (leibniz-rechenzentrum, lrz)",O,quantum computing engineer (f/m/d),A,DE
1996,1997,20211005,,,university,heriot watt university,U,research associate - quantum magnetometry of complex quantum materials,A,GB
1997,1998,20220219,public research university,,university,university of nottingham,U,research associate / fellow (fixed term),A,GB
1998,1999,20220127,,,university,universitat hamburg,U,"research associate in quantum field theory, string theory and integrable models",A,DE
1999,2000,20220302,independent quantum computing company,,company,cambridge quantum computing,O,senior research scientist quantum cryptography (theoretical quantum cryptog,A,GB
2000,2001,20210607,a leading global financial services firm,Service Provider,company,jp morgan chase,O,applied research engineer,A,GB
2001,2002,20211008,,,university,heriot watt university,U,research associate - single-photon imaging,A,GB
2002,2003,20210814,,,university,the university of manchester,U,research associate in quantum transport of van der waals materials,A,GB
2003,2004,20210409,,,university,university of st andrews,U,research fellow in experimental condensed matter physics,A,GB
2004,2005,20221014,,Service Provider,,julich supercomputing centre / forschungszentrum julich,O,master thesis - thermal management of scalable cryogenic electronics for quantum computing applications,A,DE
2005,2006,20210715,global professional services company,,company,accenture,O,technology innovation blockchain & multiparty systems technology analyst,A,DE
2006,2007,20220322,a leading-edge photonics company,,company,uniklasers,O,optical engineer intern,I,GB
2007,2008,20210629,,,university,johannes gutenberg-universitt mainz,U,ph.d. position (f/m/d),A,DE
2008,2009,20220420,,,university,university of oxford,U,"technology associate, qcs hub",A,GB
2009,2010,20220730,a research institute of the Bavarian Academy of Sciences and Humanities (BAdW),Manufacturer/ Producer,,walther meissner institute,O,student assistant on outreach activities as part of the munich quantum valley (m/f/d),A,DE
2010,2011,20220225,,,university,international graduate school in quantum technologies,U,phd positions in quantum optics and quantum technologies,A,GB
2011,2012,20220305,American multinational technology company,,company,google,O,research scientist quantum algorithms,A,DE
2012,2013,20220621,research and development organization,,,fraunhofer-gesellschaft (fraunhofer society),O,master thesis: reactive ion etching process for quantum computing & mram applications,A,DE
2013,2014,20210703,,,,dlr-(german aerospace center)deutsches zentrum fr luft- und raumfahrt,O,optical frequency reference for the project compasso,A,DE
2014,2015,20211112,red brick Russell Group research university,,university,university of bristol,U,research associate /senior research associate in qet labs,A,GB
2015,2016,20210903,a venture-backed Australian-German quantum computing hardware company,,company,quantum brilliance,O,head of quantum engineering,A,DE
2016,2017,20220113,telecommunications company,,company,nu quantum,O,optics engineer,A,GB
2017,2018,20221124,research university,,university,technical university of braunschweig,U,phd student (m/f/d),A,DE
