,code,context,work_context
1010,45-2092.00,50,"In an Enclosed Vehicle or Equipment — How often does this job require working in a closed vehicle or equipment (e.g., car)?"
1011,45-2092.00,50,Spend Time Bending or Twisting the Body — How much does this job require bending or twisting your body?
1012,45-2092.00,49,Consequence of Error — How serious would the result usually be if the worker made a mistake that was not readily correctable?
1013,45-2092.00,49,Responsibility for Outcomes and Results — How responsible is the worker for work outcomes and results of other workers?
1014,45-2092.00,48,Spend Time Walking and Running — How much does this job require walking and running?
1015,45-2092.00,45,"Frequency of Decision Making — How frequently is the worker required to make decisions that affect other people, the financial resources, and/or the image and reputation of the organization?"
1016,45-2092.00,42,Degree of Automation — How automated is the job?
1017,45-2092.00,42,Extremely Bright or Inadequate Lighting — How often does this job require working in extremely bright or inadequate lighting conditions?
1018,45-2092.00,42,"Outdoors, Under Cover — How often does this job require working outdoors, under cover (e.g., structure with roof but no walls)?"
1019,45-2092.00,39,Telephone — How often do you have telephone conversations in this job?
1020,45-2092.00,38,Level of Competition — To what extent does this job require the worker to compete or to be aware of competitive pressures?
1021,45-2092.00,37,"Exposed to Minor Burns, Cuts, Bites, or Stings — How often does this job require exposure to minor burns, cuts, bites, or stings?"
1022,45-2092.00,35,"Deal With Unpleasant or Angry People — How frequently does the worker have to deal with unpleasant, angry, or discourteous individuals as part of the job requirements?"
1023,45-2092.00,32,"Importance of Repeating Same Tasks — How important is repeating the same physical activities (e.g., key entry) or mental activities (e.g., checking entries in a ledger) over and over, without stopping, to performing this job?"
1024,45-2092.00,32,Spend Time Sitting — How much does this job require sitting?
1025,45-2092.00,31,Physical Proximity — To what extent does this job require the worker to perform job tasks in close physical proximity to other people?
1026,45-2092.00,30,Deal With External Customers — How important is it to work with external customers or the public in this job?
1027,45-2092.00,29,"Spend Time Kneeling, Crouching, Stooping, or Crawling — How much does this job require kneeling, crouching, stooping or crawling?"
1028,45-2092.00,27,"Sounds, Noise Levels Are Distracting or Uncomfortable — How often does this job require working exposed to sounds and noise levels that are distracting or uncomfortable?"
1029,45-2092.00,23,Public Speaking — How often do you have to perform public speaking in this job?
1030,45-2092.00,22,Frequency of Conflict Situations — How often are there conflict situations the employee has to face in this job?
1031,45-2092.00,16,Letters and Memos — How often does the job require written letters and memos?
1032,45-2092.00,15,Exposed to Hazardous Equipment — How often does this job require exposure to hazardous equipment?
1033,45-2092.00,15,Spend Time Keeping or Regaining Balance — How much does this job require keeping or regaining your balance?
1034,45-2092.00,14,"Cramped Work Space, Awkward Positions — How often does this job require working in cramped work spaces that requires getting into awkward positions?"
1035,45-2092.00,14,"Exposed to Whole Body Vibration — How often does this job require exposure to whole body vibration (e.g., operate a jackhammer)?"
1036,45-2092.00,13,"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection — How much does this job require wearing specialized protective or safety equipment such as breathing apparatus, safety harness, full protection suits, or radiation protection?"
1037,45-2092.00,12,Exposed to Hazardous Conditions — How often does this job require exposure to hazardous conditions?
1038,45-2092.00,12,Exposed to Radiation — How often does this job require exposure to radiation?
1039,45-2092.00,8,Deal With Physically Aggressive People — How frequently does this job require the worker to deal with physical aggression of violent individuals?
1040,45-2092.00,7,Electronic Mail — How often do you use electronic mail in this job?
1041,45-2092.00,7,Exposed to High Places — How often does this job require exposure to high places?
1042,45-2092.00,6,"Indoors, Environmentally Controlled — How often does this job require working indoors in environmentally controlled conditions?"
1043,45-2092.00,4,"Spend Time Climbing Ladders, Scaffolds, or Poles — How much does this job require climbing ladders, scaffolds, or poles?"
1044,45-2092.00,1,Exposed to Disease or Infections — How often does this job require exposure to disease/infections?
1045,35-3023.00,97,Spend Time Standing — How much does this job require standing?
1046,35-3023.00,94,"Contact With Others — How much does this job require the worker to be in contact with others (face-to-face, by telephone, or otherwise) in order to perform it?"
1047,35-3023.00,90,Face-to-Face Discussions — How often do you have to have face-to-face discussions with individuals or teams in this job?
1048,35-3023.00,87,Work With Work Group or Team — How important is it to work with others in a group or team in this job?
1049,35-3023.00,83,Deal With External Customers — How important is it to work with external customers or the public in this job?
1050,35-3023.00,76,"Indoors, Environmentally Controlled — How often does this job require working indoors in environmentally controlled conditions?"
1051,35-3023.00,76,Spend Time Walking and Running — How much does this job require walking and running?
1052,35-3023.00,75,Spend Time Making Repetitive Motions — How much does this job require making repetitive motions?
1053,35-3023.00,74,Physical Proximity — To what extent does this job require the worker to perform job tasks in close physical proximity to other people?
