,code,imortance,work_style
4660,25-1192.00,87,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
4661,25-1192.00,87,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
4662,25-1192.00,85,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
4663,25-1192.00,84,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
4664,25-1192.00,84,Initiative — Job requires a willingness to take on responsibilities and challenges.
4665,25-1192.00,83,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
4666,25-1192.00,83,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
4667,25-1192.00,80,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
4668,25-1192.00,80,Persistence — Job requires persistence in the face of obstacles.
4669,25-1192.00,80,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
4670,25-1192.00,73,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
4671,25-1192.00,69,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
4672,29-1215.00,100,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
4673,29-1215.00,98,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
4674,29-1215.00,97,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
4675,29-1215.00,97,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
4676,29-1215.00,96,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
4677,29-1215.00,94,Integrity — Job requires being honest and ethical.
4678,29-1215.00,91,Initiative — Job requires a willingness to take on responsibilities and challenges.
4679,29-1215.00,90,Persistence — Job requires persistence in the face of obstacles.
4680,29-1215.00,89,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
4681,29-1215.00,88,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
4682,29-1215.00,84,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
4683,29-1215.00,83,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
4684,29-1215.00,82,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
4685,29-1215.00,81,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
4686,29-1215.00,76,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
4687,29-1215.00,56,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
4688,25-9021.00,92,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
4689,25-9021.00,92,Integrity — Job requires being honest and ethical.
4690,25-9021.00,90,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
4691,25-9021.00,89,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
4692,25-9021.00,89,Initiative — Job requires a willingness to take on responsibilities and challenges.
4693,25-9021.00,87,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
4694,25-9021.00,87,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
4695,25-9021.00,83,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
4696,25-9021.00,83,Persistence — Job requires persistence in the face of obstacles.
4697,25-9021.00,82,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
4698,25-9021.00,81,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
4699,25-9021.00,79,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
4700,25-9021.00,78,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
