,code,importance,skill
2557,43-3011.00,60,Persuasion — Persuading others to change their minds or behavior.
2558,43-3011.00,60,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
2559,43-3011.00,56,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
2560,43-3011.00,53,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
2561,43-3011.00,53,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
2562,43-3011.00,50,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
2563,43-3011.00,50,Negotiation — Bringing others together and trying to reconcile differences.
2564,43-3011.00,50,Service Orientation — Actively looking for ways to help people.
2565,43-3011.00,50,Time Management — Managing one's own time and the time of others.
2566,43-3011.00,47,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
2567,43-3011.00,47,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
2568,43-3011.00,47,Coordination — Adjusting actions in relation to others' actions.
2569,43-3011.00,47,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
2570,43-3011.00,41,Mathematics — Using mathematics to solve problems.
2571,43-3011.00,35,Instructing — Teaching others how to do something.
2572,43-3011.00,31,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
2573,43-3011.00,28,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
2574,43-3011.00,28,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
2575,43-3011.00,25,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
2576,43-3011.00,22,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
2577,43-3011.00,16,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
2578,43-3011.00,13,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
2579,43-3011.00,13,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
2580,43-3011.00,13,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
2581,43-3011.00,6,Programming — Writing computer programs for various purposes.
2582,43-3011.00,3,Operations Analysis — Analyzing needs and product requirements to create a design.
2583,43-3011.00,0,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
2584,43-3011.00,0,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
2585,43-3011.00,0,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
2586,43-3011.00,0,Operation and Control — Controlling operations of equipment or systems.
2587,43-3011.00,0,Repairing — Repairing machines or systems using the needed tools.
2588,43-3011.00,0,Science — Using scientific rules and methods to solve problems.
2589,43-3011.00,0,Technology Design — Generating or adapting equipment and technology to serve user needs.
2590,43-3021.00,63,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
2591,43-3021.00,59,Speaking — Talking to others to convey information effectively.
2592,43-3021.00,58,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
2593,43-3021.00,53,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
2594,43-3021.00,50,Service Orientation — Actively looking for ways to help people.
2595,43-3021.00,49,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
2596,43-3021.00,49,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
2597,43-3021.00,49,Time Management — Managing one's own time and the time of others.
