,code,importance,category,task
2598,11-1011.00,58,Supplemental,"Represent organizations or promote their objectives at official functions, or delegate representatives to do so."
2599,11-1011.00,53,Supplemental,Organize or approve promotional campaigns.
2600,11-1011.00,45,Supplemental,Nominate citizens to boards or commissions.
2601,11-1011.03,85,Core,Monitor and evaluate effectiveness of sustainability programs.
2602,11-1011.03,84,Core,"Develop or execute strategies to address issues such as energy use, resource conservation, recycling, pollution reduction, waste elimination, transportation, education, and building design."
2603,11-1011.03,83,Core,"Develop, or oversee the development of, sustainability evaluation or monitoring systems."
2604,11-1011.03,81,Core,Supervise employees or volunteers working on sustainability projects.
2605,11-1011.03,76,Core,"Develop sustainability reports, presentations, or proposals for supplier, employee, academia, media, government, public interest, or other groups."
2606,11-1011.03,73,Core,"Develop, or oversee the development of, marketing or outreach media for sustainability projects or events."
2607,11-1011.03,72,Core,Identify and evaluate pilot projects or programs to enhance the sustainability research agenda.
2608,11-1011.03,71,Core,"Create and maintain sustainability program documents, such as schedules and budgets."
2609,11-1011.03,69,Core,Formulate or implement sustainability campaign or marketing strategies.
2610,11-1011.03,69,Core,"Research environmental sustainability issues, concerns, or stakeholder interests."
2611,11-1011.03,66,Core,Direct sustainability program operations to ensure compliance with environmental or governmental regulations.
2612,11-1011.03,63,Core,"Evaluate and approve proposals for sustainability projects, considering factors such as cost effectiveness, technical feasibility, and integration with other initiatives."
2613,11-1011.03,63,Core,Develop methodologies to assess the viability or success of sustainability initiatives.
2614,11-1011.03,62,Core,"Review sustainability program objectives, progress, or status to ensure compliance with policies, standards, regulations, or laws."
2615,11-1011.03,58,Core,Write and distribute financial or environmental impact reports.
2616,11-1011.03,58,Core,"Write project proposals, grant applications, or other documents to pursue funding for environmental initiatives."
2617,11-1011.03,55,Core,"Identify educational, training, or other development opportunities for sustainability employees or volunteers."
2618,11-1011.03,53,Core,Conduct risk assessments related to sustainability and the environment.
2619,21-1021.00,89,Core,Maintain case history records and prepare reports.
2620,21-1021.00,87,Core,"Interview clients individually, in families, or in groups, assessing their situations, capabilities, and problems to determine what services are required to meet their needs."
2621,21-1021.00,84,Core,"Serve as liaisons between students, homes, schools, family services, child guidance clinics, courts, protective services, doctors, and other contacts to help children who face problems, such as disabilities, abuse, or poverty."
2622,21-1021.00,82,Core,Develop and review service plans in consultation with clients and perform follow-ups assessing the quantity and quality of services provided.
2623,21-1021.00,81,Core,"Address legal issues, such as child abuse and discipline, assisting with hearings and providing testimony to inform custody arrangements."
2624,21-1021.00,81,Core,"Counsel parents with child rearing problems, interviewing the child and family to determine whether further action is required."
2625,21-1021.00,81,Core,"Consult with parents, teachers, and other school personnel to determine causes of problems, such as truancy and misbehavior, and to implement solutions."
2626,21-1021.00,80,Core,"Arrange for medical, psychiatric, and other tests that may disclose causes of difficulties and indicate remedial measures."
2627,21-1021.00,75,Core,"Refer clients to community resources for services, such as job placement, debt counseling, legal aid, housing, medical treatment, or financial assistance, and provide concrete information, such as where to go and how to apply."
2628,21-1021.00,75,Core,"Counsel individuals, groups, families, or communities regarding issues including mental health, poverty, unemployment, substance abuse, physical abuse, rehabilitation, social adjustment, child care, or medical care."
2629,21-1021.00,75,Core,"Provide, find, or arrange for support services, such as child care, homemaker service, prenatal care, substance abuse treatment, job training, counseling, or parenting classes to prevent more serious problems from developing."
2630,21-1021.00,75,Core,"Collect supplementary information needed to assist client, such as employment records, medical records, or school reports."
2631,21-1021.00,92,Supplemental,"Place children in foster or adoptive homes, institutions, or medical treatment centers."
2632,21-1021.00,88,Supplemental,Recommend temporary foster care and advise foster or adoptive parents.
2633,21-1021.00,84,Supplemental,"Counsel students whose behavior, school progress, or mental or physical impairment indicate a need for assistance, diagnosing students' problems and arranging for needed services."
2634,21-1021.00,81,Supplemental,Evaluate personal characteristics and home conditions of foster home or adoption applicants.
2635,21-1021.00,79,Supplemental,Conduct social research.
2636,21-1021.00,74,Supplemental,Supervise other social workers.
2637,21-1021.00,69,Supplemental,"Lead group counseling sessions that provide support in such areas as grief, stress, or chemical dependency."
2638,21-1021.00,68,Supplemental,"Serve on policy-making committees, assist in community development, and assist client groups by lobbying for solutions to problems."
2639,21-1021.00,67,Supplemental,Work in child and adolescent residential institutions.
2640,21-1021.00,67,Supplemental,Administer welfare programs.
2641,21-1021.00,60,Supplemental,Determine clients' eligibility for financial assistance.
2642,39-9011.00,92,Core,Maintain a safe play environment.
2643,39-9011.00,87,Core,Observe and monitor children's play activities.
2644,39-9011.00,85,Core,"Communicate with children's parents or guardians about daily activities, behaviors, and related issues."
2645,39-9011.00,84,Core,"Support children's emotional and social development, encouraging understanding of others and positive self-concepts."
2646,39-9011.00,84,Core,"Care for children in institutional setting, such as group homes, nursery schools, private businesses, or schools for the handicapped."
2647,39-9011.00,83,Core,Sanitize toys and play equipment.
2648,39-9011.00,83,Core,Dress children and change diapers.
2649,39-9011.00,82,Core,"Keep records on individual children, including daily observations and information about activities, meals served, and medications administered."
2650,39-9011.00,81,Core,Identify signs of emotional or developmental problems in children and bring them to parents' or guardians' attention.
2651,39-9011.00,80,Core,"Instruct children in health and personal habits, such as eating, resting, and toilet habits."
2652,39-9011.00,80,Core,Organize and store toys and materials to ensure order in activity areas.
2653,39-9011.00,79,Core,"Perform general administrative tasks, such as taking attendance, editing internal paperwork, and making phone calls."
2654,39-9011.00,77,Core,Create developmentally appropriate lesson plans.
2655,39-9011.00,77,Core,"Perform housekeeping duties, such as laundry, cleaning, dish washing, and changing of linens."
2656,39-9011.00,76,Core,"Read to children and teach them simple painting, drawing, handicrafts, and songs."
2657,39-9011.00,76,Core,Assist in preparing food and serving meals and refreshments to children.
2658,39-9011.00,74,Core,"Discipline children and recommend or initiate other measures to control behavior, such as caring for own clothing and picking up toys and books."
2659,39-9011.00,71,Core,Regulate children's rest periods.
2660,39-9011.00,70,Core,"Organize and participate in recreational activities and outings, such as games and field trips."
2661,39-9011.00,80,Supplemental,Sterilize bottles and prepare formulas.
2662,39-9011.00,79,Supplemental,Help children with homework and school work.
2663,39-9011.00,79,Supplemental,"Provide care for mentally disturbed, delinquent, or handicapped children."
