,Unnamed: 0,title,company,location,description,date_posted,link
225,225,Research Associate,Imperial College London,United Kingdom,"the activities of the Imperial Centre for Quantum Engineering, Sci-ence and Technology. Essential Requirements The essential requirements for this post are as follow: • Hold a PhD in Mathematics or equivalent",7 days ago,https://scholarshipdb.net/jobs-in-United-Kingdom/Research-Associate-Imperial-College-London=ZBOWmJFR7RGUYQAlkGUTnw.html
226,226,Post-doctoral position in dark matter search with ultracold atoms,ICFO - The Institute of Photonic Sciences,Spain,. The successful candidate will be joining the Atomic Quantum Optics group led by Prof. Dr. Morgan Mitchell. Searches for new particles and forces using table-top experiments is an expanding frontier of fundamental,"Kent Ridge,",https://scholarshipdb.net/jobs-in-Spain/Post-Doctoral-Position-In-Dark-Matter-Search-With-Ultracold-Atoms-Icfo-The-Institute-Of-Photonic-Sciences=f-3zrCdf7RGUYQAlkGUTnw.html
232,232,"Assistant Professor in Physics, Experimental Quantum Information Science",Binghamton University,United States,"program in experimental condensed matter physics with emphasis on quantum materials/quantum computation/AMO, contribute effectively to the Physics undergraduate and graduate teaching programs, and to","Binghamton, New York",https://scholarshipdb.net/jobs-in-United-States/Assistant-Professor-In-Physics-Experimental-Quantum-Information-Science-Binghamton-University=SHV1K6hi7RGUYQAlkGUTnw.html
233,233,PhD position in Theoretical Physics,University of Hamburg,Germany,motion of excitons in photovoltaic materials by means of ultrashort light pulses. A quantum-mechanical analysis will be employed to obtain tools to extract the details of exciton dynamics with sub,about 20 hours ago,https://scholarshipdb.net/scholarships-in-Germany/Ph-D-Position-In-Theoretical-Physics-University-Of-Hamburg=5XUeKN1g7RGUYQAlkGUTnw.html
234,234,PhD position: On-surface organic nano-electronics,Monash University,Australia,facing fundamental challenges arising from quantum phenomena at the nanoscale. The design of next-generation electronic devices requires the development of radically new approaches to nanotechnology,"Hamburg, Hamburg",https://scholarshipdb.net/scholarships-in-Australia/Ph-D-Position-On-Surface-Organic-Nano-Electronics-Monash-University=wygI3dJj7RGUYQAlkGUTnw.html
235,235,"PhD position: 2D organic nanomaterials for future electronics, optoelectronics and spintronics",Monash University,Australia,", but are also facing fundamental challenges arising from quantum phenomena at the nanoscale. The design of next-generation electronic devices requires the development of radically new approaches",about 3 hours ago,https://scholarshipdb.net/scholarships-in-Australia/Ph-D-Position-2-D-Organic-Nanomaterials-For-Future-Electronics-Optoelectronics-And-Spintronics-Monash-University=eAnC0NJj7RGUYQAlkGUTnw.html
236,236,Postdoc in theoretical quantum chemistry (excited states methodologies) H/F,CNRS,France,"The project aims to develop new theoretical approaches adapted to excited states and their implementation in the software QUANTUM PACKAGE developed within the laboratory. In particular, the post",about 11 hours ago,https://scholarshipdb.net/jobs-in-France/Postdoc-In-Theoretical-Quantum-Chemistry-Excited-States-Methodologies-H-F-Cnrs=uKBFe-9R7RGUYQAlkGUTnw.html
237,237,PhD Research Fellow in Organometallic and homogeneous catalysis,University of Bergen,Norway,28th November 2022 språk English English Norsk Nynorsk English PhD Research Fellow in Organometallic and homogeneous catalysis søk stillingen se annonse UiB - Knowledge that shapes society Through,about 11 hours ago,https://scholarshipdb.net/jobs-in-Norway/Ph-D-Research-Fellow-In-Organometallic-And-Homogeneous-Catalysis-University-Of-Bergen=DpMCO-xi7RGUYQAlkGUTnw.html
238,238,PhD position at CMM for a computational scientist,Ghent University,Belgium,Netherlands.We are looking for an excellent PhD student to work on the “characterization of adsorption and dielectric and refractive index response of MOFs and zeolites”. The objective is to accurately predict (1,"Tremblay en France, le de France",https://scholarshipdb.net/scholarships-in-Belgium/Ph-D-Position-At-Cmm-For-A-Computational-Scientist-Ghent-University=PvDGT5Hx0CHxSam0RcCJXw.html
239,239,PhD Studentship: Theory of Molecules in Nanoplasmonic Cavities,University of Birmingham ;,United Kingdom,"far it is not well know how this process emerges, and how one can control it. This PhD project will focus on developing the necessary theoretical tools, using cavity quantum electrodynamic descriptions",26 days ago,https://scholarshipdb.net/scholarships-in-United-Kingdom/Ph-D-Studentship-Theory-Of-Molecules-In-Nanoplasmonic-Cavities-University-Of-Birmingham=ip4H81ZW7RGUYQAlkGUTnw.html
240,240,Postdoc in Theory and Gravitational Wave Probes of Dense Matter Physics (1.0 FTE),Utrecht University,Netherlands,gravitational waves from neutron star binaries. You are going to work in the group of Tanja Hinderer and become member of the interdisciplinary Dutch consortium ‘Probing the phase diagram of quantum,about 11 hours ago,https://scholarshipdb.net/jobs-in-Netherlands/Postdoc-In-Theory-And-Gravitational-Wave-Probes-Of-Dense-Matter-Physics-1-0-Fte-Utrecht-University=lxpcLZRk7RGUYQAlkGUTnw.html
241,241,Research Associate / Research Fellow - Deborah Jin Fellowship,The University of Western Australia,Australia,the school The ARC Centre of Excellence for Engineered Quantum Systems (EQUS) is engineering Australia’s quantum future. Our Centre harnesses the underlying rules of the universe to build sophisticated,about 19 hours ago,https://scholarshipdb.net/jobs-in-Australia/Research-Associate-Research-Fellow-Deborah-Jin-Fellowship-The-University-Of-Western-Australia=EmulSH5V7RGUYQAlkGUTnw.html
247,247,"Manager, qLab Operations, Quantum City",University of Calgary,Canada,"of Alberta, Region III. Position Overview Quantum City under the VP Research invites applications for a Manager, qLab. This Full-time Fixed Term position is for approximately 4.5 years (based on length","St Albert, Alberta",https://scholarshipdb.net/jobs-in-Canada/Manager-Q-Lab-Operations-Quantum-City-University-Of-Calgary=zTePLL5W7RGUYQAlkGUTnw.html
248,248,Postdoc position in stochastic processes and stochastic control,Aarhus University,Denmark,“Stochastic optimal control: Designing dynamic nuclear polarization in large open quantum systems” to be carried out jointly with Professor Niels Christian Nielsen's research group at the Department,14 days ago,https://scholarshipdb.net/jobs-in-Denmark/Postdoc-Position-In-Stochastic-Processes-And-Stochastic-Control-Aarhus-University=TP682Hpi7RGUYQAlkGUTnw.html
249,249,Louis-Hansen Foundation Assistant/Associate Professorship in Theoretical Physics,Niels Bohr International Academy,Denmark,"to either expand into new research areas, such as quantum information theory, or strengthen on-going programs, including Theoretical Astrophysics, Theoretical Particle Physics, Gravitational Physics, Particle",about 21 hours ago,https://scholarshipdb.net/jobs-in-Denmark/Louis-Hansen-Foundation-Assistant-Associate-Professorship-In-Theoretical-Physics-Niels-Bohr-International-Academy=pa2V-DZi7RGUYQAlkGUTnw.html
250,250,Research Associate,University of Sheffield ;,United Kingdom,Are you interested in working for a world top 100 University? We are seeking to appoint a post-doctoral research assistant for the Programme Grant on “Quantum and Many Body Physics Enabled by,about 6 hours ago,https://scholarshipdb.net/jobs-in-United-Kingdom/Research-Associate-University-Of-Sheffield=JFb2jt5O7RGUYQAlkGUTnw.html
251,251,PhD position in Balloon-borne MIR laser spectroscopy for water vapor isotopes in the upper atmosphere,Empa,Switzerland,well-being of society. The Laboratory for Air Pollution / Environmental Technology has an opening for a PhD position in Balloon-borne MIR laser spectroscopy for water vapor isotopes in the upper,"Sheffield, England",https://scholarshipdb.net/scholarships-in-Switzerland/Ph-D-Position-In-Balloon-Borne-Mir-Laser-Spectroscopy-For-Water-Vapor-Isotopes-In-The-Upper-Atmosphere-Empa=LWlnxBFa7RGUYQAlkGUTnw.html
252,252,Post-doc Position in Theoretical Particle Physics,University of Amsterdam,Netherlands,quantum field theory and early-universe calculations. You are a collaborative researcher who is interested in helping the supervision of PhD and Master students. You have a professional command of spoken,about 1 month ago,https://scholarshipdb.net/jobs-in-Netherlands/Post-Doc-Position-In-Theoretical-Particle-Physics-University-Of-Amsterdam=iQ0bPoxe7RGUYQAlkGUTnw.html
253,253,PhD position: Rainbows on Demand,RMIT,Australia,", quantum computing and ultra-fast optical fibre communications. We are looking for one highly motivated and passionate PhD student to become part of our team working with designers and ultrafast network",about 17 hours ago,https://scholarshipdb.net/scholarships-in-Australia/Ph-D-Position-Rainbows-On-Demand-Rmit=BmU6xqJk7RGUYQAlkGUTnw.html
254,254,"Research Associate / Research Fellow, Deborah Jin Fellowship",UNIVERSITY OF WESTERN AUSTRALIA,United Kingdom,evidence of PhD submission A proven track record of independent research A strong desire to develop a successful and highly productive research career in quantum science Demonstrated ability to lead,8 days ago,https://scholarshipdb.net/jobs-in-United-Kingdom/Research-Associate-Research-Fellow-Deborah-Jin-Fellowship-University-Of-Western-Australia=dbUzxYxU7RGUYQAlkGUTnw.html
255,255,Cookie preferences,University of Southern Denmark,Denmark,Production Systems Faculty of Engineering Sønderborg 01/12/2022 PhD Position in Theoretical/Computational Chemistry Faculty of Science Odense 15/11/2022 PhD Positions in Quantum Mathematics Faculty of Science,"Melbourne, Victoria",https://scholarshipdb.net/jobs-in-Denmark/Cookie-Preferences-University-Of-Southern-Denmark=6SQwDJNP7RGUYQAlkGUTnw.html
256,256,Cryo Engineer,Delft University of Technology (TU Delft),Netherlands,"Netherlands Organisation for Applied Scientific Research (TNO). Together, we work on a radically new technology with world-changing potential, developing scalable prototypes of a quantum computer and an intrinsically safe",about 10 hours ago,https://scholarshipdb.net/jobs-in-Netherlands/Cryo-Engineer-Delft-University-Of-Technology-Tu-Delft=scUJNd1Z7RGUYQAlkGUTnw.html
260,260,Post-Doctoral Associate in the Division of Science (Mathematics) Dr. Marwa Banna,NEW YORK UNIVERSITY ABU DHABI,United Kingdom,"Free probability theory High-dimensional probability, concentration and functional inequalities Mathematical aspects of machine learning and deep neural networks Free Probability aspects of Quantum",about 5 hours ago,https://scholarshipdb.net/jobs-in-United-Kingdom/Post-Doctoral-Associate-In-The-Division-Of-Science-Mathematics-Dr-Marwa-Banna-New-York-University-Abu-Dhabi=d3yNT15m7RGUYQAlkGUTnw.html
261,261,PhD Research Fellow in Organometallic and homogeneous catalysis,University of Bergen,Norway,PhD Research Fellow in Organometallic and homogeneous catalysis Apply for this job See advertisement UiB - Knowledge that shapes society Through robust and close interaction with the world around us,about 22 hours ago,https://scholarshipdb.net/jobs-in-Norway/Ph-D-Research-Fellow-In-Organometallic-And-Homogeneous-Catalysis-University-Of-Bergen=Whk1RUVg7RGUYQAlkGUTnw.html
262,262,Postdoctoral Research Associate in the Theory of Ultracold Molecules,DURHAM UNIVERSITY,United Kingdom,Williams. The group is part of the Durham-Newcastle Joint Quantum Centre (JQC) and has strong collaborations both within the UK and internationally The Role Applications are invited for a Postdoctoral,"Durham, England",https://scholarshipdb.net/jobs-in-United-Kingdom/Postdoctoral-Research-Associate-In-The-Theory-Of-Ultracold-Molecules-Durham-University=oGXmN4Nl7RGUYQAlkGUTnw.html
263,263,Graduate School Cluster of Excellence CUI: Advanced Imaging of Matter CUI: Advanced Imaging of Matter Graduate School,Universität Hamburg •,Germany,programmes and other offers We provide PhD positions within the framework of our core areas: A: Designing dynamical emergence in quantum matter B: Capturing emergent chemistry C: Exploring emergence in,about 4 hours ago,https://scholarshipdb.net/scholarships-in-Germany/Graduate-School-Cluster-Of-Excellence-Cui-Advanced-Imaging-Of-Matter-Cui-Advanced-Imaging-Of-Matter-Graduate-School-Universit-t-Hamburg=2hc7I9ti7RGUYQAlkGUTnw.html
264,264,Research Fellow - Detecting Dark Matter with Trapped Ion Quantum Technology,University of Birmingham ;,United Kingdom,join the Quantum System group at the University of Birmingham and lead the lab activities towards the realization and characterization of a Californium highly charged ion clock.  The successful candidate,"Hamburg, Hamburg",https://scholarshipdb.net/jobs-in-United-Kingdom/Research-Fellow-Detecting-Dark-Matter-With-Trapped-Ion-Quantum-Technology-University-Of-Birmingham=VexPsDJc7RGUYQAlkGUTnw.html
265,265,Process and Semiconductor Packaging Engineer/KTP Associate,University of Glasgow,United Kingdom,"Job Purpose To work on a Knowledge Transfer Partnership funded programme for the development of colloidal quantum dot image sensors, which are a revolutionary new class of semiconductor devices",about 12 hours ago,https://scholarshipdb.net/jobs-in-United-Kingdom/Process-And-Semiconductor-Packaging-Engineer-Ktp-Associate-University-Of-Glasgow=XY8s7tFj7RGUYQAlkGUTnw.html
